Record_ID,Data_Load_Date,Age,Age_Group,Sex,Job,Job_Category,Housing,Saving accounts,Checking account,Credit amount,Credit_Tier,Duration,Duration_Category,Purpose,Estimated_Monthly_Payment,Credit_Per_Age,Risk,Risk_Score,Exposure_Level,High_Amount_Flag,Long_Duration_Flag,Young_Applicant_Flag
449,2026-01-06,55,Senior (51+),female,3,Highly Skilled,own,Unknown,rich,1424,Small (<2K),12,Short (<1yr),furniture/equipment,118.67,25.89,good,1,Medium Exposure,0,0,0
450,2026-01-06,61,Senior (51+),male,2,Skilled,own,rich,moderate,1512,Small (<2K),15,Medium (1-2yr),repairs,100.8,24.79,bad,0,Medium Exposure,0,0,0
451,2026-01-06,30,Adult (26-35),male,3,Highly Skilled,own,Unknown,Unknown,11054,Very Large (10K+),36,Long (2-3yr),car,307.06,368.47,good,1,High Exposure,1,1,0
452,2026-01-06,29,Adult (26-35),female,2,Skilled,own,little,Unknown,518,Small (<2K),6,Short (<1yr),radio/TV,86.33,17.86,good,1,Low Exposure,0,0,1
453,2026-01-06,34,Adult (26-35),male,2,Skilled,own,little,Unknown,2759,Medium (2K-5K),12,Short (<1yr),furniture/equipment,229.92,81.15,good,1,Medium Exposure,1,0,0
454,2026-01-06,35,Adult (26-35),male,3,Highly Skilled,own,little,Unknown,2670,Medium (2K-5K),24,Medium (1-2yr),car,111.25,76.29,good,1,Medium Exposure,1,0,0
455,2026-01-06,31,Adult (26-35),male,2,Skilled,own,little,little,4817,Medium (2K-5K),24,Medium (1-2yr),car,200.71,155.39,bad,0,Medium Exposure,1,0,0
456,2026-01-06,29,Adult (26-35),female,3,Highly Skilled,own,little,Unknown,2679,Medium (2K-5K),24,Medium (1-2yr),car,111.62,92.38,good,1,Medium Exposure,1,0,1
457,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,rent,little,little,3905,Medium (2K-5K),11,Short (<1yr),car,355.0,108.47,good,1,Medium Exposure,1,0,0
458,2026-01-06,35,Adult (26-35),male,2,Skilled,free,little,little,3386,Medium (2K-5K),12,Short (<1yr),car,282.17,96.74,bad,0,Medium Exposure,1,0,0
459,2026-01-06,27,Adult (26-35),female,2,Skilled,own,little,little,343,Small (<2K),6,Short (<1yr),domestic appliances,57.17,12.7,good,1,Low Exposure,0,0,1
460,2026-01-06,32,Adult (26-35),male,2,Skilled,own,little,Unknown,4594,Medium (2K-5K),18,Medium (1-2yr),radio/TV,255.22,143.56,good,1,Medium Exposure,1,0,0
461,2026-01-06,37,Middle-Aged (36-50),male,2,Skilled,own,little,little,3620,Medium (2K-5K),36,Long (2-3yr),furniture/equipment,100.56,97.84,good,1,Medium Exposure,1,1,0
462,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,little,little,1721,Small (<2K),15,Medium (1-2yr),car,114.73,47.81,good,1,Medium Exposure,0,0,0
463,2026-01-06,34,Adult (26-35),female,3,Highly Skilled,rent,little,moderate,3017,Medium (2K-5K),12,Short (<1yr),furniture/equipment,251.42,88.74,good,1,Medium Exposure,1,0,0
464,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,own,Unknown,moderate,754,Small (<2K),12,Short (<1yr),education,62.83,19.84,good,1,Medium Exposure,0,0,0
465,2026-01-06,34,Adult (26-35),male,2,Skilled,own,little,Unknown,1950,Small (<2K),18,Medium (1-2yr),business,108.33,57.35,good,1,Medium Exposure,0,0,0
466,2026-01-06,63,Senior (51+),male,2,Skilled,own,little,little,2924,Medium (2K-5K),24,Medium (1-2yr),car,121.83,46.41,good,1,Medium Exposure,1,0,0
467,2026-01-06,29,Adult (26-35),female,1,Semi-Skilled,rent,little,little,1659,Small (<2K),24,Medium (1-2yr),radio/TV,69.12,57.21,bad,0,Medium Exposure,0,0,1
468,2026-01-06,32,Adult (26-35),male,2,Skilled,own,Unknown,Unknown,7238,Large (5K-10K),48,Very Long (3yr+),radio/TV,150.79,226.19,good,1,High Exposure,1,1,0
469,2026-01-06,26,Adult (26-35),female,2,Skilled,own,little,Unknown,2764,Medium (2K-5K),33,Long (2-3yr),business,83.76,106.31,good,1,Medium Exposure,1,1,1
470,2026-01-06,35,Adult (26-35),male,1,Semi-Skilled,own,little,Unknown,4679,Medium (2K-5K),24,Medium (1-2yr),car,194.96,133.69,good,1,Medium Exposure,1,0,0
471,2026-01-06,22,Young (18-25),male,2,Skilled,rent,moderate,moderate,3092,Medium (2K-5K),24,Medium (1-2yr),radio/TV,128.83,140.55,bad,0,Medium Exposure,1,0,1
472,2026-01-06,23,Young (18-25),female,2,Skilled,own,little,little,448,Small (<2K),6,Short (<1yr),education,74.67,19.48,bad,0,Low Exposure,0,0,1
473,2026-01-06,28,Adult (26-35),male,1,Semi-Skilled,own,little,little,654,Small (<2K),9,Short (<1yr),car,72.67,23.36,bad,0,Low Exposure,0,0,1
474,2026-01-06,36,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,Unknown,1238,Small (<2K),6,Short (<1yr),education,206.33,34.39,good,1,Low Exposure,0,0,0
475,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,moderate,1245,Small (<2K),18,Medium (1-2yr),radio/TV,69.17,37.73,bad,0,Medium Exposure,0,0,0
476,2026-01-06,26,Adult (26-35),female,2,Skilled,rent,little,little,3114,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,173.0,119.77,bad,0,Medium Exposure,1,0,1
477,2026-01-06,24,Young (18-25),male,2,Skilled,own,quite rich,Unknown,2569,Medium (2K-5K),39,Very Long (3yr+),car,65.87,107.04,good,1,Medium Exposure,1,1,1
478,2026-01-06,25,Young (18-25),male,2,Skilled,own,little,rich,5152,Large (5K-10K),24,Medium (1-2yr),radio/TV,214.67,206.08,good,1,Medium Exposure,1,0,1
479,2026-01-06,39,Middle-Aged (36-50),male,1,Semi-Skilled,own,moderate,moderate,1037,Small (<2K),12,Short (<1yr),business,86.42,26.59,good,1,Medium Exposure,0,0,0
480,2026-01-06,44,Middle-Aged (36-50),male,2,Skilled,own,little,little,1478,Small (<2K),15,Medium (1-2yr),furniture/equipment,98.53,33.59,good,1,Medium Exposure,0,0,0
481,2026-01-06,23,Young (18-25),female,1,Semi-Skilled,own,little,moderate,3573,Medium (2K-5K),12,Short (<1yr),radio/TV,297.75,155.35,good,1,Medium Exposure,1,0,1
482,2026-01-06,26,Adult (26-35),male,2,Skilled,own,little,moderate,1201,Small (<2K),24,Medium (1-2yr),car,50.04,46.19,good,1,Medium Exposure,0,0,1
483,2026-01-06,57,Senior (51+),female,2,Skilled,rent,rich,little,3622,Medium (2K-5K),30,Long (2-3yr),furniture/equipment,120.73,63.54,good,1,Medium Exposure,1,1,0
484,2026-01-06,30,Adult (26-35),female,2,Skilled,own,rich,Unknown,960,Small (<2K),15,Medium (1-2yr),furniture/equipment,64.0,32.0,good,1,Medium Exposure,0,0,0
485,2026-01-06,44,Middle-Aged (36-50),male,2,Skilled,own,quite rich,Unknown,1163,Small (<2K),12,Short (<1yr),car,96.92,26.43,good,1,Medium Exposure,0,0,0
486,2026-01-06,47,Middle-Aged (36-50),male,3,Highly Skilled,own,little,moderate,1209,Small (<2K),6,Short (<1yr),car,201.5,25.72,bad,0,Low Exposure,0,0,0
487,2026-01-06,52,Senior (51+),male,2,Skilled,own,little,Unknown,3077,Medium (2K-5K),12,Short (<1yr),radio/TV,256.42,59.17,good,1,Medium Exposure,1,0,0
488,2026-01-06,62,Senior (51+),female,2,Skilled,free,little,Unknown,3757,Medium (2K-5K),24,Medium (1-2yr),car,156.54,60.6,good,1,Medium Exposure,1,0,0
489,2026-01-06,35,Adult (26-35),male,1,Semi-Skilled,rent,moderate,Unknown,1418,Small (<2K),10,Short (<1yr),car,141.8,40.51,good,1,Low Exposure,0,0,0
490,2026-01-06,26,Adult (26-35),male,2,Skilled,rent,little,Unknown,3518,Medium (2K-5K),6,Short (<1yr),car,586.33,135.31,good,1,Medium Exposure,1,0,1
491,2026-01-06,26,Adult (26-35),male,2,Skilled,own,little,Unknown,1934,Small (<2K),12,Short (<1yr),radio/TV,161.17,74.38,good,1,Medium Exposure,0,0,1
492,2026-01-06,42,Middle-Aged (36-50),female,3,Highly Skilled,free,little,moderate,8318,Large (5K-10K),27,Long (2-3yr),business,308.07,198.05,bad,0,High Exposure,1,1,0
493,2026-01-06,27,Adult (26-35),female,2,Skilled,own,moderate,Unknown,1237,Small (<2K),6,Short (<1yr),radio/TV,206.17,45.81,good,1,Low Exposure,0,0,1
494,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,own,Unknown,moderate,368,Small (<2K),6,Short (<1yr),radio/TV,61.33,9.68,good,1,Low Exposure,0,0,0
495,2026-01-06,39,Middle-Aged (36-50),male,1,Semi-Skilled,rent,little,little,2122,Medium (2K-5K),12,Short (<1yr),car,176.83,54.41,good,1,Medium Exposure,0,0,0
496,2026-01-06,20,Young (18-25),male,2,Skilled,own,Unknown,little,2996,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,124.83,149.8,bad,0,Medium Exposure,1,0,1
497,2026-01-06,29,Adult (26-35),male,3,Highly Skilled,rent,moderate,moderate,9034,Large (5K-10K),36,Long (2-3yr),furniture/equipment,250.94,311.52,bad,0,High Exposure,1,1,1
498,2026-01-06,40,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,1585,Small (<2K),24,Medium (1-2yr),furniture/equipment,66.04,39.62,good,1,Medium Exposure,0,0,0
499,2026-01-06,32,Adult (26-35),male,1,Semi-Skilled,own,little,moderate,1301,Small (<2K),18,Medium (1-2yr),radio/TV,72.28,40.66,good,1,Medium Exposure,0,0,0
500,2026-01-06,28,Adult (26-35),male,2,Skilled,own,moderate,rich,1323,Small (<2K),6,Short (<1yr),car,220.5,47.25,good,1,Low Exposure,0,0,1
501,2026-01-06,27,Adult (26-35),female,2,Skilled,own,little,little,3123,Medium (2K-5K),24,Medium (1-2yr),car,130.12,115.67,bad,0,Medium Exposure,1,0,1
502,2026-01-06,42,Middle-Aged (36-50),male,2,Skilled,free,little,little,5493,Large (5K-10K),36,Long (2-3yr),car,152.58,130.79,good,1,High Exposure,1,1,0
503,2026-01-06,49,Middle-Aged (36-50),male,2,Skilled,own,moderate,rich,1126,Small (<2K),9,Short (<1yr),radio/TV,125.11,22.98,good,1,Low Exposure,0,0,0
504,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,own,moderate,moderate,1216,Small (<2K),24,Medium (1-2yr),radio/TV,50.67,32.0,bad,0,Medium Exposure,0,0,0
505,2026-01-06,24,Young (18-25),female,2,Skilled,rent,little,little,1207,Small (<2K),24,Medium (1-2yr),car,50.29,50.29,bad,0,Medium Exposure,0,0,1
506,2026-01-06,27,Adult (26-35),male,1,Semi-Skilled,own,Unknown,Unknown,1309,Small (<2K),10,Short (<1yr),car,130.9,48.48,bad,0,Low Exposure,0,0,1
507,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,quite rich,rich,2360,Medium (2K-5K),15,Medium (1-2yr),car,157.33,65.56,good,1,Medium Exposure,1,0,0
508,2026-01-06,34,Adult (26-35),male,3,Highly Skilled,own,moderate,moderate,6850,Large (5K-10K),15,Medium (1-2yr),car,456.67,201.47,bad,0,Medium Exposure,1,0,0
509,2026-01-06,28,Adult (26-35),male,2,Skilled,own,little,Unknown,1413,Small (<2K),24,Medium (1-2yr),radio/TV,58.88,50.46,good,1,Medium Exposure,0,0,1
510,2026-01-06,45,Middle-Aged (36-50),male,3,Highly Skilled,own,moderate,Unknown,8588,Large (5K-10K),39,Very Long (3yr+),car,220.21,190.84,good,1,High Exposure,1,1,0
511,2026-01-06,26,Adult (26-35),male,2,Skilled,own,little,little,759,Small (<2K),12,Short (<1yr),car,63.25,29.19,bad,0,Medium Exposure,0,0,1
512,2026-01-06,32,Adult (26-35),male,3,Highly Skilled,free,little,Unknown,4686,Medium (2K-5K),36,Long (2-3yr),car,130.17,146.44,good,1,Medium Exposure,1,1,0
513,2026-01-06,26,Adult (26-35),male,2,Skilled,rent,little,rich,2687,Medium (2K-5K),15,Medium (1-2yr),business,179.13,103.35,good,1,Medium Exposure,1,0,1
514,2026-01-06,20,Young (18-25),male,2,Skilled,rent,little,moderate,585,Small (<2K),12,Short (<1yr),radio/TV,48.75,29.25,good,1,Medium Exposure,0,0,1
515,2026-01-06,54,Senior (51+),male,2,Skilled,own,Unknown,Unknown,2255,Medium (2K-5K),24,Medium (1-2yr),car,93.96,41.76,good,1,Medium Exposure,0,0,0
516,2026-01-06,37,Middle-Aged (36-50),female,2,Skilled,own,little,little,609,Small (<2K),6,Short (<1yr),car,101.5,16.46,good,1,Low Exposure,0,0,0
517,2026-01-06,40,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,1361,Small (<2K),6,Short (<1yr),car,226.83,34.02,good,1,Low Exposure,0,0,0
518,2026-01-06,23,Young (18-25),female,2,Skilled,rent,little,Unknown,7127,Large (5K-10K),36,Long (2-3yr),furniture/equipment,197.97,309.87,bad,0,High Exposure,1,1,1
519,2026-01-06,43,Middle-Aged (36-50),male,2,Skilled,own,moderate,little,1203,Small (<2K),6,Short (<1yr),car,200.5,27.98,good,1,Low Exposure,0,0,0
520,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,free,Unknown,Unknown,700,Small (<2K),6,Short (<1yr),radio/TV,116.67,19.44,good,1,Low Exposure,0,0,0
521,2026-01-06,44,Middle-Aged (36-50),male,2,Skilled,free,little,Unknown,5507,Large (5K-10K),24,Medium (1-2yr),repairs,229.46,125.16,good,1,Medium Exposure,1,0,0
522,2026-01-06,24,Young (18-25),female,2,Skilled,own,little,little,3190,Medium (2K-5K),18,Medium (1-2yr),radio/TV,177.22,132.92,bad,0,Medium Exposure,1,0,1
523,2026-01-06,53,Senior (51+),male,2,Skilled,free,little,little,7119,Large (5K-10K),48,Very Long (3yr+),furniture/equipment,148.31,134.32,bad,0,High Exposure,1,1,0
524,2026-01-06,23,Young (18-25),female,2,Skilled,own,moderate,Unknown,3488,Medium (2K-5K),24,Medium (1-2yr),car,145.33,151.65,good,1,Medium Exposure,1,0,1
525,2026-01-06,26,Adult (26-35),female,1,Semi-Skilled,own,little,moderate,1113,Small (<2K),18,Medium (1-2yr),radio/TV,61.83,42.81,good,1,Medium Exposure,0,0,1
526,2026-01-06,30,Adult (26-35),male,2,Skilled,own,little,moderate,7966,Large (5K-10K),26,Long (2-3yr),car,306.38,265.53,good,1,High Exposure,1,1,0
527,2026-01-06,31,Adult (26-35),female,2,Skilled,own,moderate,Unknown,1532,Small (<2K),15,Medium (1-2yr),education,102.13,49.42,good,1,Medium Exposure,0,0,0
528,2026-01-06,42,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,Unknown,1503,Small (<2K),4,Short (<1yr),radio/TV,375.75,35.79,good,1,Low Exposure,0,0,0
529,2026-01-06,31,Adult (26-35),male,2,Skilled,rent,little,little,2302,Medium (2K-5K),36,Long (2-3yr),radio/TV,63.94,74.26,bad,0,Medium Exposure,0,1,0
530,2026-01-06,41,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,662,Small (<2K),6,Short (<1yr),car,110.33,16.15,good,1,Low Exposure,0,0,0
531,2026-01-06,32,Adult (26-35),male,2,Skilled,own,little,moderate,2273,Medium (2K-5K),36,Long (2-3yr),education,63.14,71.03,good,1,Medium Exposure,0,1,0
532,2026-01-06,28,Adult (26-35),female,2,Skilled,rent,moderate,moderate,2631,Medium (2K-5K),15,Medium (1-2yr),car,175.4,93.96,bad,0,Medium Exposure,1,0,1
533,2026-01-06,41,Middle-Aged (36-50),male,2,Skilled,rent,little,Unknown,1503,Small (<2K),12,Short (<1yr),car,125.25,36.66,good,1,Medium Exposure,0,0,0
534,2026-01-06,26,Adult (26-35),male,2,Skilled,own,moderate,Unknown,1311,Small (<2K),24,Medium (1-2yr),radio/TV,54.62,50.42,good,1,Medium Exposure,0,0,1
535,2026-01-06,25,Young (18-25),male,2,Skilled,own,Unknown,Unknown,3105,Medium (2K-5K),24,Medium (1-2yr),radio/TV,129.38,124.2,good,1,Medium Exposure,1,0,1
536,2026-01-06,33,Adult (26-35),male,2,Skilled,rent,little,rich,2319,Medium (2K-5K),21,Medium (1-2yr),education,110.43,70.27,bad,0,Medium Exposure,0,0,0
537,2026-01-06,75,Senior (51+),female,3,Highly Skilled,own,Unknown,little,1374,Small (<2K),6,Short (<1yr),car,229.0,18.32,good,1,Low Exposure,0,0,0
538,2026-01-06,37,Middle-Aged (36-50),female,2,Skilled,own,little,moderate,3612,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,200.67,97.62,good,1,Medium Exposure,1,0,0
539,2026-01-06,42,Middle-Aged (36-50),male,3,Highly Skilled,free,little,little,7763,Large (5K-10K),48,Very Long (3yr+),car,161.73,184.83,bad,0,High Exposure,1,1,0
540,2026-01-06,45,Middle-Aged (36-50),female,1,Semi-Skilled,own,little,rich,3049,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,169.39,67.76,good,1,Medium Exposure,1,0,0
541,2026-01-06,23,Young (18-25),male,2,Skilled,rent,little,moderate,1534,Small (<2K),12,Short (<1yr),radio/TV,127.83,66.7,bad,0,Medium Exposure,0,0,1
542,2026-01-06,60,Senior (51+),male,2,Skilled,free,little,Unknown,2032,Medium (2K-5K),24,Medium (1-2yr),car,84.67,33.87,good,1,Medium Exposure,0,0,0
543,2026-01-06,31,Adult (26-35),male,2,Skilled,own,Unknown,little,6350,Large (5K-10K),30,Long (2-3yr),furniture/equipment,211.67,204.84,bad,0,High Exposure,1,1,0
544,2026-01-06,34,Adult (26-35),male,1,Semi-Skilled,own,little,rich,2864,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,159.11,84.24,bad,0,Medium Exposure,1,0,0
545,2026-01-06,61,Senior (51+),male,1,Semi-Skilled,own,little,Unknown,1255,Small (<2K),12,Short (<1yr),car,104.58,20.57,good,1,Medium Exposure,0,0,0
546,2026-01-06,43,Middle-Aged (36-50),male,2,Skilled,free,little,little,1333,Small (<2K),24,Medium (1-2yr),car,55.54,31.0,bad,0,Medium Exposure,0,0,0
547,2026-01-06,37,Middle-Aged (36-50),female,2,Skilled,own,little,Unknown,2022,Medium (2K-5K),24,Medium (1-2yr),car,84.25,54.65,good,1,Medium Exposure,0,0,0
548,2026-01-06,32,Adult (26-35),male,2,Skilled,own,little,Unknown,1552,Small (<2K),24,Medium (1-2yr),radio/TV,64.67,48.5,good,1,Medium Exposure,0,0,0
549,2026-01-06,24,Young (18-25),female,1,Semi-Skilled,own,little,little,626,Small (<2K),12,Short (<1yr),radio/TV,52.17,26.08,bad,0,Medium Exposure,0,0,1
550,2026-01-06,35,Adult (26-35),male,2,Skilled,free,Unknown,Unknown,8858,Large (5K-10K),48,Very Long (3yr+),car,184.54,253.09,good,1,High Exposure,1,1,0
551,2026-01-06,23,Young (18-25),female,2,Skilled,own,Unknown,Unknown,996,Small (<2K),12,Short (<1yr),repairs,83.0,43.3,good,1,Medium Exposure,0,0,1
552,2026-01-06,45,Middle-Aged (36-50),male,1,Semi-Skilled,own,quite rich,Unknown,1750,Small (<2K),6,Short (<1yr),radio/TV,291.67,38.89,good,1,Low Exposure,0,0,0
553,2026-01-06,34,Adult (26-35),male,2,Skilled,own,little,little,6999,Large (5K-10K),48,Very Long (3yr+),radio/TV,145.81,205.85,bad,0,High Exposure,1,1,0
554,2026-01-06,27,Adult (26-35),male,2,Skilled,own,moderate,moderate,1995,Small (<2K),12,Short (<1yr),car,166.25,73.89,good,1,Medium Exposure,0,0,1
555,2026-01-06,67,Senior (51+),female,3,Highly Skilled,own,little,moderate,1199,Small (<2K),9,Short (<1yr),education,133.22,17.9,good,1,Low Exposure,0,0,0
556,2026-01-06,22,Young (18-25),male,2,Skilled,own,little,moderate,1331,Small (<2K),12,Short (<1yr),radio/TV,110.92,60.5,bad,0,Medium Exposure,0,0,1
557,2026-01-06,28,Adult (26-35),female,2,Skilled,own,moderate,moderate,2278,Medium (2K-5K),18,Medium (1-2yr),car,126.56,81.36,bad,0,Medium Exposure,0,0,1
558,2026-01-06,29,Adult (26-35),female,2,Skilled,own,Unknown,Unknown,5003,Large (5K-10K),21,Medium (1-2yr),car,238.24,172.52,bad,0,Medium Exposure,1,0,1
559,2026-01-06,27,Adult (26-35),male,2,Skilled,own,little,little,3552,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,148.0,131.56,bad,0,Medium Exposure,1,0,1
560,2026-01-06,31,Adult (26-35),male,1,Semi-Skilled,own,little,moderate,1928,Small (<2K),18,Medium (1-2yr),furniture/equipment,107.11,62.19,bad,0,Medium Exposure,0,0,0
561,2026-01-06,49,Middle-Aged (36-50),male,2,Skilled,free,Unknown,little,2964,Medium (2K-5K),24,Medium (1-2yr),car,123.5,60.49,good,1,Medium Exposure,1,0,0
562,2026-01-06,24,Young (18-25),male,1,Semi-Skilled,rent,little,little,1546,Small (<2K),24,Medium (1-2yr),radio/TV,64.42,64.42,bad,0,Medium Exposure,0,0,1
563,2026-01-06,29,Adult (26-35),female,2,Skilled,own,little,rich,683,Small (<2K),6,Short (<1yr),radio/TV,113.83,23.55,good,1,Low Exposure,0,0,1
564,2026-01-06,37,Middle-Aged (36-50),male,2,Skilled,free,Unknown,moderate,12389,Very Large (10K+),36,Long (2-3yr),car,344.14,334.84,bad,0,High Exposure,1,1,0
565,2026-01-06,37,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,moderate,4712,Medium (2K-5K),24,Medium (1-2yr),business,196.33,127.35,good,1,Medium Exposure,1,0,0
566,2026-01-06,23,Young (18-25),female,2,Skilled,rent,moderate,moderate,1553,Small (<2K),24,Medium (1-2yr),radio/TV,64.71,67.52,good,1,Medium Exposure,0,0,1
567,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,little,little,1372,Small (<2K),12,Short (<1yr),car,114.33,38.11,bad,0,Medium Exposure,0,0,0
568,2026-01-06,34,Adult (26-35),male,2,Skilled,own,rich,Unknown,2578,Medium (2K-5K),24,Medium (1-2yr),radio/TV,107.42,75.82,good,1,Medium Exposure,1,0,0
569,2026-01-06,41,Middle-Aged (36-50),male,2,Skilled,own,Unknown,moderate,3979,Medium (2K-5K),48,Very Long (3yr+),radio/TV,82.9,97.05,good,1,Medium Exposure,1,1,0
570,2026-01-06,31,Adult (26-35),female,2,Skilled,own,little,little,6758,Large (5K-10K),48,Very Long (3yr+),radio/TV,140.79,218.0,bad,0,High Exposure,1,1,0
571,2026-01-06,23,Young (18-25),female,1,Semi-Skilled,rent,little,little,3234,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,134.75,140.61,bad,0,Medium Exposure,1,0,1
572,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,5954,Large (5K-10K),30,Long (2-3yr),radio/TV,198.47,156.68,good,1,High Exposure,1,1,0
573,2026-01-06,26,Adult (26-35),female,3,Highly Skilled,rent,Unknown,Unknown,5433,Large (5K-10K),24,Medium (1-2yr),car,226.38,208.96,good,1,Medium Exposure,1,0,1
574,2026-01-06,22,Young (18-25),female,1,Semi-Skilled,own,little,little,806,Small (<2K),15,Medium (1-2yr),business,53.73,36.64,good,1,Medium Exposure,0,0,1
575,2026-01-06,27,Adult (26-35),male,1,Semi-Skilled,own,little,moderate,1082,Small (<2K),9,Short (<1yr),radio/TV,120.22,40.07,good,1,Low Exposure,0,0,1
576,2026-01-06,24,Young (18-25),female,2,Skilled,own,little,Unknown,2788,Medium (2K-5K),15,Medium (1-2yr),furniture/equipment,185.87,116.17,good,1,Medium Exposure,1,0,1
577,2026-01-06,27,Adult (26-35),female,2,Skilled,own,little,moderate,2930,Medium (2K-5K),12,Short (<1yr),radio/TV,244.17,108.52,good,1,Medium Exposure,1,0,1
578,2026-01-06,33,Adult (26-35),female,2,Skilled,own,Unknown,Unknown,1927,Small (<2K),24,Medium (1-2yr),education,80.29,58.39,good,1,Medium Exposure,0,0,0
579,2026-01-06,27,Adult (26-35),male,2,Skilled,own,little,moderate,2820,Medium (2K-5K),36,Long (2-3yr),car,78.33,104.44,bad,0,Medium Exposure,1,1,1
580,2026-01-06,27,Adult (26-35),male,1,Semi-Skilled,own,little,Unknown,937,Small (<2K),24,Medium (1-2yr),education,39.04,34.7,good,1,Medium Exposure,0,0,1
581,2026-01-06,30,Adult (26-35),male,2,Skilled,own,little,moderate,1056,Small (<2K),18,Medium (1-2yr),car,58.67,35.2,bad,0,Medium Exposure,0,0,0
582,2026-01-06,49,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,3124,Medium (2K-5K),12,Short (<1yr),car,260.33,63.76,good,1,Medium Exposure,1,0,0
583,2026-01-06,26,Adult (26-35),female,2,Skilled,rent,little,Unknown,1388,Small (<2K),9,Short (<1yr),furniture/equipment,154.22,53.38,good,1,Low Exposure,0,0,1
584,2026-01-06,33,Adult (26-35),male,1,Semi-Skilled,rent,little,moderate,2384,Medium (2K-5K),36,Long (2-3yr),repairs,66.22,72.24,bad,0,Medium Exposure,1,1,0
585,2026-01-06,52,Senior (51+),female,3,Highly Skilled,free,Unknown,Unknown,2133,Medium (2K-5K),12,Short (<1yr),car,177.75,41.02,good,1,Medium Exposure,0,0,0
586,2026-01-06,20,Young (18-25),female,2,Skilled,rent,little,little,2039,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,113.28,101.95,bad,0,Medium Exposure,0,0,1
587,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,rent,little,little,2799,Medium (2K-5K),9,Short (<1yr),car,311.0,77.75,good,1,Medium Exposure,1,0,0
588,2026-01-06,21,Young (18-25),male,1,Semi-Skilled,own,little,little,1289,Small (<2K),12,Short (<1yr),furniture/equipment,107.42,61.38,good,1,Medium Exposure,0,0,1
589,2026-01-06,47,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,1217,Small (<2K),18,Medium (1-2yr),domestic appliances,67.61,25.89,bad,0,Medium Exposure,0,0,0
590,2026-01-06,60,Senior (51+),male,2,Skilled,own,little,little,2246,Medium (2K-5K),12,Short (<1yr),furniture/equipment,187.17,37.43,bad,0,Medium Exposure,0,0,0
591,2026-01-06,58,Senior (51+),female,1,Semi-Skilled,own,little,little,385,Small (<2K),12,Short (<1yr),radio/TV,32.08,6.64,good,1,Medium Exposure,0,0,0
592,2026-01-06,42,Middle-Aged (36-50),female,2,Skilled,rent,Unknown,moderate,1965,Small (<2K),24,Medium (1-2yr),car,81.88,46.79,good,1,Medium Exposure,0,0,0
593,2026-01-06,36,Middle-Aged (36-50),female,1,Semi-Skilled,own,rich,Unknown,1572,Small (<2K),21,Medium (1-2yr),business,74.86,43.67,good,1,Medium Exposure,0,0,0
594,2026-01-06,20,Young (18-25),female,1,Semi-Skilled,rent,little,moderate,2718,Medium (2K-5K),24,Medium (1-2yr),car,113.25,135.9,bad,0,Medium Exposure,1,0,1
595,2026-01-06,40,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,little,1358,Small (<2K),24,Medium (1-2yr),vacation/others,56.58,33.95,bad,0,Medium Exposure,0,0,0
596,2026-01-06,32,Adult (26-35),female,1,Semi-Skilled,own,moderate,moderate,931,Small (<2K),6,Short (<1yr),car,155.17,29.09,bad,0,Low Exposure,0,0,0
597,2026-01-06,23,Young (18-25),female,2,Skilled,rent,little,little,1442,Small (<2K),24,Medium (1-2yr),car,60.08,62.7,bad,0,Medium Exposure,0,0,1
598,2026-01-06,36,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,4241,Medium (2K-5K),24,Medium (1-2yr),business,176.71,117.81,bad,0,Medium Exposure,1,0,0
599,2026-01-06,31,Adult (26-35),male,2,Skilled,own,little,Unknown,2775,Medium (2K-5K),18,Medium (1-2yr),car,154.17,89.52,bad,0,Medium Exposure,1,0,0
